frame,leg,theta1_deg,theta2_deg,theta3_deg,d_theta1_deg,d_theta2_deg,residual_deg,residual_steps,foot_x_mm,foot_y_mm,foot_z_mm,signed_reach_mm,status
G0381,R2,13.5000,27.0000,94.5000,9.536743e-07,3.814697e-06,3.814697e-06,2.825702e-05,47.9060,11.5012,-129.7131,49.2673,IK_OK
G0381,R3,-13.5000,0.0000,94.5000,-9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,-25.0636,-112.2759,107.3637,IK_OK
G0381,L1,-13.5000,27.0000,94.5000,-9.536743e-07,3.814697e-06,3.814697e-06,2.825702e-05,47.9060,-11.5012,-129.7131,49.2673,IK_OK
G0381,L2,13.5000,0.0000,94.5000,9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,25.0636,-112.2759,107.3637,IK_OK
G0381,L3,-13.5000,27.0000,94.5000,-9.536743e-07,3.814697e-06,3.814697e-06,2.825702e-05,47.9060,-11.5012,-129.7131,49.2673,IK_OK
G0382,R1,-13.5000,0.0000,94.5000,-9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,-25.0636,-112.2759,107.3637,IK_OK
G0382,R2,13.5000,0.0000,94.5000,9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,25.0636,-112.2759,107.3637,IK_OK
G0382,R3,-13.5000,0.0000,94.5000,-9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,-25.0636,-112.2759,107.3637,IK_OK
G0382,L1,-13.5000,0.0000,94.5000,-9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,-25.0636,-112.2759,107.3637,IK_OK
G0382,L2,13.5000,0.0000,94.5000,9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,25.0636,-112.2759,107.3637,IK_OK
G0382,L3,-13.5000,0.0000,94.5000,-9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,-25.0636,-112.2759,107.3637,IK_OK
G0383,R1,13.5000,27.0000,94.5000,9.536743e-07,3.814697e-06,3.814697e-06,2.825702e-05,47.9060,11.5012,-129.7131,49.2673,IK_OK
G0383,R2,-13.5000,0.0000,94.5000,-9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,-25.0636,-112.2759,107.3637,IK_OK
G0383,R3,13.5000,27.0000,94.5000,9.536743e-07,3.814697e-06,3.814697e-06,2.825702e-05,47.9060,11.5012,-129.7131,49.2673,IK_OK
G0383,L1,13.5000,0.0000,94.5000,9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,25.0636,-112.2759,107.3637,IK_OK
G0383,L2,-13.5000,27.0000,94.5000,-9.536743e-07,3.814697e-06,3.814697e-06,2.825702e-05,47.9060,-11.5012,-129.7131,49.2673,IK_OK
G0383,L3,13.5000,0.0000,94.5000,9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,25.0636,-112.2759,107.3637,IK_OK
G0384,R1,13.5000,0.0000,94.5000,9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,25.0636,-112.2759,107.3637,IK_OK
G0384,R2,-13.5000,0.0000,94.5000,-9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,-25.0636,-112.2759,107.3637,IK_OK
G0384,R3,13.5000,0.0000,94.5000,9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,25.0636,-112.2759,107.3637,IK_OK
G0384,L1,13.5000,0.0000,94.5000,9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,25.0636,-112.2759,107.3637,IK_OK
G0384,L2,-13.5000,0.0000,94.5000,-9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,-25.0636,-112.2759,107.3637,IK_OK
G0384,L3,13.5000,0.0000,94.5000,9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,25.0636,-112.2759,107.3637,IK_OK
G0385,R1,-13.5000,0.0000,94.5000,-9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,-25.0636,-112.2759,107.3637,IK_OK
G0385,R2,13.5000,27.0000,94.5000,9.536743e-07,3.814697e-06,3.814697e-06,2.825702e-05,47.9060,11.5012,-129.7131,49.2673,IK_OK
G0385,R3,-13.5000,0.0000,94.5000,-9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,-25.0636,-112.2759,107.3637,IK_OK
G0385,L1,-13.5000,27.0000,94.5000,-9.536743e-07,3.814697e-06,3.814697e-06,2.825702e-05,47.9060,-11.5012,-129.7131,49.2673,IK_OK
G0385,L2,13.5000,0.0000,94.5000,9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,25.0636,-112.2759,107.3637,IK_OK
G0385,L3,-13.5000,27.0000,94.5000,-9.536743e-07,3.814697e-06,3.814697e-06,2.825702e-05,47.9060,-11.5012,-129.7131,49.2673,IK_OK
G0386,R1,-13.5000,0.0000,94.5000,-9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,-25.0636,-112.2759,107.3637,IK_OK
G0386,R2,13.5000,0.0000,94.5000,9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,25.0636,-112.2759,107.3637,IK_OK
G0386,R3,-13.5000,0.0000,94.5000,-9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,-25.0636,-112.2759,107.3637,IK_OK
G0386,L1,-13.5000,0.0000,94.5000,-9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,-25.0636,-112.2759,107.3637,IK_OK
G0386,L2,13.5000,0.0000,94.5000,9.536743e-07,0.000000e+00,9.536743e-07,7.064254e-06,104.3972,25.0636,-112.2759,107.3637,IK_OK
